,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
2992,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,12,"OŠ Slivnica, Mariborska c. 4",1495,761,0.509,761,754,7,1.0,297,0.393899,457,0.606101
2993,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,13,"AMD Orehova vas, Orehova c. 26",363,205,0.5647,205,204,1,1.0,111,0.544118,93,0.455882
2994,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,14,"KC Hotinja vas, Hotinjska c. 127",1128,537,0.4761,536,533,3,1.0,249,0.467167,284,0.532833
2995,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,15,"Knjižnica Hoče, Sršakova ul. 2",964,526,0.5456,526,522,4,1.0,230,0.440613,292,0.559387
2996,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,16,"KD Hoče, Pohorska c. 15",954,480,0.5031,480,477,3,1.0,192,0.402516,285,0.597484
2997,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,17,"FKBV Pivola, Pivola 10",351,154,0.4387,154,153,1,1.0,72,0.470588,81,0.529412
2998,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,18,"VeGeC Rogoza, Rogoška c. 60",1182,567,0.4797,567,559,8,1.0,234,0.418605,325,0.581395
2999,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,19,"VO Bohova, Bohova 2a",215,114,0.5302,114,114,0,1.0,49,0.429825,65,0.570175
3000,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,20,"Truck-stop, Miklavška c. 82",292,165,0.5651,165,165,0,1.0,71,0.430303,94,0.569697
3001,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,21,"KS Dravski Dvor, Kidričeva c. 9",560,282,0.5036,282,278,4,1.0,135,0.485612,143,0.514388
3002,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,22,"OŠ Miklavž-Dobrovce, Šolska ul. 1",651,363,0.5576,363,360,3,1.0,196,0.544444,164,0.455556
3003,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,23,"KS Skoke, Uskoška ul. 58",880,470,0.5341,470,468,2,1.0,234,0.5,234,0.5
3004,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,24,"KD Miklavž, Cesta v Rogozo 11",1221,582,0.4767,582,582,0,1.0,251,0.431271,331,0.568729
3005,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,25,"KD Miklavž, Cesta v Rogozo 11",968,544,0.562,544,540,4,1.0,240,0.444444,300,0.555556
3006,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,26,"Bell Center, Ptujska c. 13",1105,557,0.5041,557,552,5,1.0,229,0.414855,323,0.585145
3007,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,27,"MČ Tezno, Panonska ul. 12",931,407,0.4372,407,406,1,1.0,150,0.369458,256,0.630542
3008,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,30,"DK Brunšvik, Brunšvik 49b",353,160,0.4533,160,159,1,1.0,86,0.540881,73,0.459119
3009,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,901,Predčasno glasovanje,0,478,0.0,478,476,2,1.0,186,0.390756,290,0.609244
3010,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,997,Pošta doma OVK,0,36,0.0,36,36,0,1.0,14,0.388889,22,0.611111
3011,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3012,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3013,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,998,Pošta tujina OVK,0,33,0.0,33,33,0,1.0,12,0.363636,21,0.636364
3014,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3015,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3016,VE 7000 - MARIBOR,VO 7006 - MARIBOR 2,999,Posebni volilni imenik,1056,0,0.0,0,0,0,,0,0.0,0,0.0
3017,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,1,"OŠ Žitečka vas, Zg. Duplek 98",1473,712,0.4834,711,709,2,1.0,373,0.526093,336,0.473907
3018,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,2,"Občina Duplek, Trg slovenske osamosvojitve 1",1396,662,0.4742,662,658,4,1.0,371,0.56383,287,0.43617
3019,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,3,"OŠ Dvorjane, Dvorjane 15",797,392,0.4918,392,391,1,1.0,204,0.521739,187,0.478261
3020,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,4,"KD Vurberk, Vurberk 94",330,182,0.5515,182,179,3,1.0,93,0.519553,86,0.480447
3021,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,5,Večnamenski prostor pri igrišču Zimica 46c,485,212,0.4371,212,211,1,1.0,132,0.625592,79,0.374408
3022,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,6,"KD Korena, Zg.Korena 38",1139,501,0.4399,501,496,5,1.0,294,0.592742,202,0.407258
3023,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,7,"GD Brezje, Dupleška 35",910,430,0.4725,430,426,4,1.0,199,0.467136,227,0.532864
3024,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,8,"MČ Brezje, Na trati 2",999,512,0.5125,512,507,5,1.0,237,0.467456,270,0.532544
3025,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,9,"GD Dogoše, Dupleška 237",593,303,0.511,301,301,0,1.0,206,0.684385,95,0.315615
3026,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,10,"KS Malečnik, Malečnik 51",729,380,0.5213,380,375,5,1.0,181,0.482667,194,0.517333
3027,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,11,"OŠ Malečnik, Malečnik 61",1018,487,0.4784,487,482,5,1.0,235,0.487552,247,0.512448
3028,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,12,"Bivša KS, Ruperče 1",554,253,0.4567,253,252,1,1.0,132,0.52381,120,0.47619
3029,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,13,"OŠ Tone Čufar, Zrkovska 67",928,437,0.4709,437,435,2,1.0,165,0.37931,270,0.62069
3030,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,14,"OŠ Tone Čufar, Zrkovska 67",880,431,0.4898,431,430,1,1.0,154,0.35814,276,0.64186
3031,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,15,"OŠ Tone Čufar, Zrkovska 67",979,406,0.4147,406,401,5,1.0,189,0.471322,212,0.528678
3032,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,16,"GD Zrkovci, Zrkovci 73",530,305,0.5755,305,302,3,1.0,162,0.536424,140,0.463576
3033,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,17,"OŠ Tone Čufar, Zrkovska 67",725,295,0.4069,295,295,0,1.0,130,0.440678,165,0.559322
3034,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,18,"Waldorfski vrtec, Wilsonova 18",1042,455,0.4367,455,442,13,1.0,186,0.420814,256,0.579186
3035,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,20,"Dom krajanov, Počehovska 19",824,416,0.5049,416,413,3,1.0,184,0.445521,229,0.554479
3036,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,901,Predčasno glasovanje,0,422,0.0,422,421,1,1.0,182,0.432304,239,0.567696
3037,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,997,Pošta doma OVK,0,43,0.0,43,43,0,1.0,19,0.44186,24,0.55814
3038,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3039,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3040,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,998,Pošta tujina OVK,0,15,0.0,15,15,0,1.0,9,0.6,6,0.4
3041,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3042,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3043,VE 7000 - MARIBOR,VO 7007 - MARIBOR 3,999,Posebni volilni imenik,1058,0,0.0,0,0,0,,0,0.0,0,0.0
3044,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,2,"Razstavni salon, Grajska ul. 7",1529,494,0.3231,494,487,7,1.0,161,0.330595,326,0.669405
3045,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,3,"Razstavni salon, Grajska ul.7",1046,402,0.3843,402,395,7,1.0,140,0.35443,255,0.64557
3046,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,4,"Sr.gradbena šola,Smetanova 35",565,186,0.3292,186,185,1,1.0,63,0.340541,122,0.659459
3047,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,6,"DK Krčevina, Šubičeva ul. 11",734,413,0.5627,413,405,8,1.0,174,0.42963,231,0.57037
3048,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,7,"OŠ B. Polančič, Prešernova 19",730,356,0.4877,356,352,4,1.0,113,0.321023,239,0.678977
3049,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,8,"OŠ F.R. Stane, Kersnikova 10",1017,509,0.5005,509,503,6,1.0,127,0.252485,376,0.747515
3050,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,10,"OŠ F.R. Stane, Kersnikova 10",719,325,0.452,325,324,1,1.0,118,0.364198,206,0.635802
3051,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,11,"OŠ B. Polančič, Prešernova 19",542,247,0.4557,247,242,5,1.0,76,0.31405,166,0.68595
3052,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,12,"DK , V zavoju 40 b",994,442,0.4447,442,437,5,1.0,186,0.425629,251,0.574371
3053,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,15,"Prostori MČ Center, Kacova 1",1052,381,0.3622,381,377,4,1.0,135,0.35809,242,0.64191
3054,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,17,"Sr.gradbena šola,Smetanova 35",545,230,0.422,230,226,4,1.0,78,0.345133,148,0.654867
3055,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,18,"Sr.gradbena šola,Smetanova 35",1063,430,0.4045,430,418,12,1.0,130,0.311005,288,0.688995
3056,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,19,"Sr.gradbena šola,Smetanova 35",664,301,0.4533,301,300,1,1.0,90,0.3,210,0.7
3057,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,20,"Sr.gradbena šola,Smetanova 35",818,376,0.4597,376,374,2,1.0,128,0.342246,246,0.657754
3058,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,901,Predčasno glasovanje,0,1233,0.0,1233,1224,9,1.0,361,0.294935,863,0.705065
3059,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,970,OMNIA od: 7008,1,301,0.0,301,297,4,1.0,100,0.3367,197,0.6633
3060,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,997,Pošta doma OVK,0,38,0.0,38,37,1,1.0,14,0.378378,23,0.621622
3061,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3062,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3063,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,998,Pošta tujina OVK,0,78,0.0,78,72,6,1.0,26,0.361111,46,0.638889
3064,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3065,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3066,VE 7000 - MARIBOR,VO 7008 - MARIBOR 4,999,Posebni volilni imenik,2026,0,0.0,0,0,0,,0,0.0,0,0.0
3067,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,1,"OŠ Janko Padežnik, Iztokova ul.6",725,251,0.3462,251,249,2,1.0,110,0.441767,139,0.558233
3068,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,2,"OŠ Janko Padežnik, Iztokova ul.6",932,440,0.4721,440,437,3,1.0,172,0.393593,265,0.606407
3069,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,3,"Prometna šola, Preradovičeva ul.33",1136,557,0.4903,557,553,4,1.0,200,0.361664,353,0.638336
3070,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,4,"Prometna šola, Preradovičeva ul.33",702,343,0.4886,343,340,3,1.0,119,0.35,221,0.65
3071,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,5,"Prometna šola, Preradovičeva ul.33",666,306,0.4595,306,304,2,1.0,113,0.371711,191,0.628289
3072,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,6,"Prometna šola, Preradovičeva ul.33",1106,497,0.4494,497,493,4,1.0,168,0.340771,325,0.659229
3073,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,7,"Prometna šola, Preradovičeva ul.33",806,308,0.3821,308,306,2,1.0,115,0.375817,191,0.624183
3074,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,8,"MČ Magdalena, Preradovičeva ul. 1",603,267,0.4428,267,265,2,1.0,100,0.377358,165,0.622642
3075,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,9,"AMD Boris Kidrič, Ul. heroja Zidanška 8",1006,408,0.4056,408,398,10,1.0,141,0.354271,257,0.645729
3076,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,10,"Dom Lizike Jančar, Titova c. 24a",1264,496,0.3924,496,488,8,1.0,162,0.331967,326,0.668033
3077,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,11,"Dom Lizike Jančar, Titova c. 24a",959,414,0.4317,414,412,2,1.0,127,0.308252,285,0.691748
3078,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,12,"Dom Lizike Jančar, Titova c. 24a",765,227,0.2967,227,222,5,1.0,90,0.405405,132,0.594595
3079,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,13,"OŠ borcev za severno mejo, Borcev za sev.mejo 16",1172,547,0.4667,547,539,8,1.0,208,0.3859,331,0.6141
3080,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,14,"OŠ Draga Kobala, Tolstojeva ul.3",988,365,0.3694,364,361,3,1.0,150,0.415512,211,0.584488
3081,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,15,"OŠ Draga Kobala, Tolstojeva ul. 3",952,475,0.4989,475,466,9,1.0,173,0.371245,293,0.628755
3082,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,16,"OŠ Draga Kobala, Tolstojeva ul. 3",1011,497,0.4916,497,496,1,1.0,217,0.4375,279,0.5625
3083,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,17,"OŠ Draga Kobala, Tolstojeva ul.3",526,186,0.3536,186,184,2,1.0,63,0.342391,121,0.657609
3084,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,901,Predčasno glasovanje,0,614,0.0,614,610,4,1.0,184,0.301639,426,0.698361
3085,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,997,Pošta doma OVK,0,36,0.0,36,35,1,1.0,12,0.342857,23,0.657143
3086,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3087,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3088,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,998,Pošta tujina OVK,0,31,0.0,31,29,2,1.0,8,0.275862,21,0.724138
3089,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3090,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3091,VE 7000 - MARIBOR,VO 7009 - MARIBOR 5,999,Posebni volilni imenik,1440,0,0.0,0,0,0,,0,0.0,0,0.0
3092,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,1,"OŠ L. Pliberška, Lackova c. 4",1402,717,0.5114,717,708,9,1.0,253,0.357345,455,0.642655
3093,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,2,"Hišni svet, Borova vas 24",1338,642,0.4798,642,631,11,1.0,215,0.340729,416,0.659271
3094,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,3,"MČ Radvanje, Lackova c. 43",1122,547,0.4875,547,543,4,1.0,228,0.41989,315,0.58011
3095,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,4,"Vrtec Radvanje, Grizoldova ul. 1",838,452,0.5394,452,444,8,1.0,190,0.427928,254,0.572072
3096,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,5,"DRAŠ Center, Pohorska ul. 57",843,409,0.4852,409,405,4,1.0,200,0.493827,205,0.506173
3097,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,8,"MČ Nova vas, Radvanjska c. 65",829,417,0.503,417,409,8,1.0,157,0.383863,252,0.616137
3098,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,9,"OŠ Tabor I, Ul. A. Tovornika 21",1376,726,0.5276,726,717,9,1.0,255,0.355649,462,0.644351
3099,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,10,"ZD Nova vas, C. prol. brigad 71",710,362,0.5099,362,356,6,1.0,106,0.297753,250,0.702247
3100,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,11,"OŠ L. Štuklja, Klinetova ul. 18",769,399,0.5189,398,394,4,1.0,107,0.271574,287,0.728426
3101,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,12,"OŠ L. Štuklja, Klinetova ul. 18",822,469,0.5706,469,466,3,1.0,150,0.321888,316,0.678112
3102,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,14,"OŠ Tabor I, Ul. A. Tovornika 21",774,377,0.4871,377,374,3,1.0,128,0.342246,246,0.657754
3103,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,15,"Hišni svet, Knafelčeva ul. 28",1359,696,0.5121,696,692,4,1.0,241,0.348266,451,0.651734
3104,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,16,"JZ Gasilska brigada, C. prol. brigad 21",588,236,0.4014,236,233,3,1.0,79,0.339056,154,0.660944
3105,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,17,"JZ Gasilska brigada, C. prol. brigad 21",1170,476,0.4068,476,464,12,1.0,188,0.405172,276,0.594828
3106,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,19,"Dom krajanov, Razvanjska c. 22",1108,612,0.5523,612,609,3,1.0,232,0.380952,377,0.619048
3107,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,901,Predčasno glasovanje,0,654,0.0,654,653,1,1.0,190,0.290965,463,0.709035
3108,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,997,Pošta doma OVK,0,37,0.0,37,34,3,1.0,18,0.529412,16,0.470588
3109,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3110,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3111,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,998,Pošta tujina OVK,0,41,0.0,41,39,2,1.0,10,0.25641,29,0.74359
3112,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3113,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3114,VE 7000 - MARIBOR,VO 7010 - MARIBOR 6,999,Posebni volilni imenik,1066,0,0.0,0,0,0,,0,0.0,0,0.0
3115,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,1,"Vrtec Jadvige Golež, Betnavska c.100",786,358,0.4555,358,356,2,1.0,108,0.303371,248,0.696629
3116,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,2,"HS, Radvanjska c. 61",520,207,0.3981,207,203,4,1.0,65,0.320197,138,0.679803
3117,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,3,"HS, Radvanjska c. 61",976,508,0.5205,508,506,2,1.0,172,0.339921,334,0.660079
3118,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,5,"Vrtec Jadvige Golež, Betnavska c. 100",810,352,0.4346,352,347,5,1.0,113,0.325648,234,0.674352
3119,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,6,"DRU, Gorkega ul. 48",734,348,0.4741,348,344,4,1.0,132,0.383721,212,0.616279
3120,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,7,"OŠ A. Besednjak, Celjska ul. 11",668,313,0.4686,313,310,3,1.0,114,0.367742,196,0.632258
3121,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,8,"OŠ A. Besednjak, Celjska ul. 11",1080,476,0.4407,476,473,3,1.0,178,0.376321,295,0.623679
3122,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,10,"OŠ A. Besednjak, Celjska ul. 11",823,224,0.2722,224,219,5,1.0,74,0.3379,145,0.6621
3123,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,11,"MČ Tabor, Metelkova 63",773,315,0.4075,315,308,7,1.0,114,0.37013,194,0.62987
3124,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,13,"OŠ borcev za sev. mejo, Borcev za sev. mejo 16",1558,738,0.4737,738,733,5,1.0,285,0.388813,448,0.611187
3125,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,15,"OŠ S. Klavore, Štrekljeva ul. 31",1032,397,0.3847,397,394,3,1.0,166,0.42132,228,0.57868
3126,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,17,"OŠ S. Klavore, Štrekljeva ul. 31",1311,641,0.4889,641,638,3,1.0,285,0.446708,353,0.553292
3127,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,19,"OŠ M. Konšak, Prekmurska ul. 67",740,285,0.3851,285,282,3,1.0,118,0.41844,164,0.58156
3128,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,20,"OŠ M. Konšak, Prekmurska ul. 67",1027,369,0.3593,369,368,1,1.0,159,0.432065,209,0.567935
3129,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,901,Predčasno glasovanje,0,592,0.0,592,590,2,1.0,198,0.335593,392,0.664407
3130,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,997,Pošta doma OVK,0,32,0.0,31,31,0,1.0,10,0.322581,21,0.677419
3131,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,9977000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3132,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3133,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,998,Pošta tujina OVK,0,28,0.0,28,23,5,1.0,8,0.347826,15,0.652174
3134,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,9987000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
3135,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
3136,VE 7000 - MARIBOR,VO 7011 - MARIBOR 7,999,Posebni volilni imenik,1202,0,0.0,0,0,0,,0,0.0,0,0.0
3137,VE 8000 - PTUJ,VO 8001 - LENDAVA,1,"Center za zaščito in reševanje,Velika Polana 109a",718,359,0.5,359,358,1,1.0,205,0.572626,153,0.427374
3138,VE 8000 - PTUJ,VO 8001 - LENDAVA,2,"Medgeneracijski center (Bukovje),Mala Polana 42",281,156,0.5552,156,155,1,1.0,113,0.729032,42,0.270968
3139,VE 8000 - PTUJ,VO 8001 - LENDAVA,3,"Medgeneracijski center, Brezovica 47a",171,94,0.5497,94,94,0,1.0,64,0.680851,30,0.319149
3140,VE 8000 - PTUJ,VO 8001 - LENDAVA,4,"Črenšovci I,Kulturna dvorana, Ul. Prekm. čete 23",403,207,0.5136,207,206,1,1.0,127,0.616505,79,0.383495
3141,VE 8000 - PTUJ,VO 8001 - LENDAVA,5,"Vaški dom Trnje, Trnje 46",470,234,0.4979,234,234,0,1.0,162,0.692308,72,0.307692
3142,VE 8000 - PTUJ,VO 8001 - LENDAVA,6,"Vaški dom Žižki, Žižki 48b",449,248,0.5523,248,246,2,1.0,132,0.536585,114,0.463415
3143,VE 8000 - PTUJ,VO 8001 - LENDAVA,7,"Vaško gasilski dom Dol.Bistrica, Dol.Bistrica 76",466,260,0.5579,260,260,0,1.0,124,0.476923,136,0.523077
3144,VE 8000 - PTUJ,VO 8001 - LENDAVA,8,"Gasilski dom Sred.Bistrica, Sred.Bistrica 52a",370,195,0.527,195,195,0,1.0,110,0.564103,85,0.435897
3145,VE 8000 - PTUJ,VO 8001 - LENDAVA,9,"Gasilski dom Gor.Bistrica, Gor.Bistica 116a",603,303,0.5025,303,303,0,1.0,158,0.521452,145,0.478548
