,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
1667,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,14,"OŠ Vita Kraigherja, Trg 9. maja 1",830,398,0.4795,398,394,4,1.0,120,0.304569,274,0.695431
1668,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,15,"OŠ Mirana Jarca, Ipavčeva ul. 1",728,283,0.3887,283,279,4,1.0,71,0.25448,208,0.74552
1669,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,16,"OŠ Savsko naselje, Matjaževa ul. 4",666,319,0.479,319,315,4,1.0,90,0.285714,225,0.714286
1670,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,17,"OŠ Savsko naselje, Matjaževa ul. 4",987,441,0.4468,441,434,7,1.0,100,0.230415,334,0.769585
1671,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,18,"OŠ Savsko naselje, Matjaževa ul. 4",1006,461,0.4583,461,455,6,1.0,104,0.228571,351,0.771429
1672,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,19,"OŠ Milana Šuštaršiča, Štembalova ul. 2a",697,323,0.4634,323,318,5,1.0,89,0.279874,229,0.720126
1673,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,20,"OŠ Milana Šuštaršiča, Štembalova ul. 2a",721,360,0.4993,360,357,3,1.0,97,0.271709,260,0.728291
1674,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,21,"Prostori MOL, Vojkova c. 73",478,261,0.546,261,259,2,1.0,71,0.274131,188,0.725869
1675,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,22,"Objekt - okrepčevalnica, Šifrerjeva 3",1019,381,0.3739,381,377,4,1.0,102,0.270557,275,0.729443
1676,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,23,"Objekt - okrepčevalnica, Šifrerjeva 3",762,265,0.3478,265,262,3,1.0,91,0.347328,171,0.652672
1677,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,901,Predčasno glasovanje,0,2212,0.0,2212,2190,22,1.0,625,0.285388,1565,0.714612
1678,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,997,Pošta doma OVK,0,53,0.0,53,53,0,1.0,24,0.45283,29,0.54717
1679,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,9974000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1680,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1681,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,998,Pošta tujina OVK,0,123,0.0,123,100,23,1.0,25,0.25,75,0.75
1682,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,9984000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1683,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1684,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4009 - LJUBLJANA BEŽIGRAD 2,999,Posebni volilni imenik,1873,0,0.0,0,0,0,,0,0.0,0,0.0
1685,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,1,"OSNOVNA ŠOLA DOB I, Šolska ulica 7, Dob",935,516,0.5519,516,505,11,1.0,254,0.50297,251,0.49703
1686,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,2,"OSNOVNA ŠOLA DOB II, Šolska ulica 7, Dob",805,428,0.5317,428,424,4,1.0,175,0.412736,249,0.587264
1687,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,3,"Dom krajanov v Žejah, Žeje 10",387,223,0.5762,223,220,3,1.0,117,0.531818,103,0.468182
1688,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,4,"Osnovna šola Krtina, Krtina 41",1130,719,0.6363,719,710,9,1.0,334,0.470423,376,0.529577
1689,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,5,"Gasilski dom Homec, Bolkova ul.46, Homec",1155,654,0.5662,654,645,9,1.0,294,0.455814,351,0.544186
1690,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,6,"Osnovna šola Ihan, Šolska ul.5, Ihan",1807,994,0.5501,994,983,11,1.0,430,0.437436,553,0.562564
1691,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,7,"Samostan Mala Loka, Mala Loka 8",354,231,0.6525,231,231,0,1.0,103,0.445887,128,0.554113
1692,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,8,"Slamnikarski muzej, Kajuhova cesta 5, Domžale",573,246,0.4293,246,241,5,1.0,98,0.406639,143,0.593361
1693,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,9,"RD BISTRICA DOMŽALE, Krakovska 18a, Domžale",1131,587,0.519,587,577,10,1.0,230,0.398614,347,0.601386
1694,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,10,"GASILSKI DOM ŠTUDA, Študljanska 86, Domžale",695,386,0.5554,386,384,2,1.0,177,0.460938,207,0.539062
1695,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,11,"Kulturni dom Radomlje I, Prešernova cesta 43",854,486,0.5691,486,475,11,1.0,220,0.463158,255,0.536842
1696,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,12,"Kulturni dom Radomlje II, Prešernova cesta 43",976,593,0.6076,593,583,10,1.0,200,0.343053,383,0.656947
1697,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,13,"GD Rova, Žiška c.10, Rova",573,385,0.6719,385,377,8,1.0,199,0.527851,178,0.472149
1698,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,14,"Delavski dom Vir, Šaranovičeva c.19,Vir",1401,787,0.5617,787,776,11,1.0,265,0.341495,511,0.658505
1699,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,15,"Vrtec Palček Vir, Dvoržakova ul.15, Vir ",903,510,0.5648,510,509,1,1.0,206,0.404715,303,0.595285
1700,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,16,"VRTEC CICIDOM VIR, Šubičeva 12, Vir",992,549,0.5534,549,543,6,1.0,217,0.399632,326,0.600368
1701,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,17,"Podružnična šola Krašnja, Krašnja 14a, Lukovica",631,375,0.5943,375,368,7,1.0,194,0.527174,174,0.472826
1702,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,18,"Kulturni dom Janka Kersnika Lukovica, Stari trg 1",1263,747,0.5914,747,737,10,1.0,400,0.542741,337,0.457259
1703,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,19,"Kulturni dom A.M.Slomška Šentvid, Veidrov trg 4",1060,644,0.6075,644,629,15,1.0,304,0.483307,325,0.516693
1704,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,20,"Športno turistično društvo Rafolče, Rafolče 11",427,268,0.6276,268,265,3,1.0,129,0.486792,136,0.513208
1705,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,21,"ŠD Zlato polje,Podgora pri Zlatem polju 1",224,133,0.5938,133,130,3,1.0,69,0.530769,61,0.469231
1706,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,22,"Podružnična šola Blagovica, Blagovica 33",467,277,0.5931,277,274,3,1.0,145,0.529197,129,0.470803
1707,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,23,"Večnamenski objekt, Češnjice 8, Blagovica",52,33,0.6346,33,33,0,1.0,20,0.606061,13,0.393939
1708,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,24,"ZADRUŽNI DOM TROJANE, Trojane 6",472,206,0.4364,206,206,0,1.0,101,0.490291,105,0.509709
1709,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,25,"Kulturni dom Moravče, Vegova ul.9",797,506,0.6349,506,502,4,1.0,244,0.486056,258,0.513944
1710,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,26,"Gost. lokal nad Logom,C. heroja Vasje 13, Moravče",621,404,0.6506,404,399,5,1.0,234,0.586466,165,0.413534
1711,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,27,"Pri Urankarju, Gabrje pod Limbarsko goro 6",321,184,0.5732,184,181,3,1.0,108,0.596685,73,0.403315
1712,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,28,"Pri Francu Majdiču, Negastrn 8",300,207,0.69,207,203,4,1.0,151,0.743842,52,0.256158
1713,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,29,"PGD KRAŠCE, Krašce 4",624,400,0.641,400,396,4,1.0,230,0.580808,166,0.419192
1714,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,30,"Gasilski dom Peče, Peče 50",455,290,0.6374,290,288,2,1.0,213,0.739583,75,0.260417
1715,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,31,"Dom krajanov Hrib, Hrib nad Ribčami 7",313,183,0.5847,183,182,1,1.0,107,0.587912,75,0.412088
1716,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,32,"KS Vrhpolje,Vrhpolje pri Moravčah 14",860,510,0.593,510,500,10,1.0,267,0.534,233,0.466
1717,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,901,Predčasno glasovanje,0,1067,0.0,1067,1063,4,1.0,360,0.338664,703,0.661336
1718,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,970,OMNIA od: 4010,0,179,0.0,179,177,2,1.0,76,0.429379,101,0.570621
1719,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,997,Pošta doma OVK,0,30,0.0,29,28,1,1.0,18,0.642857,10,0.357143
1720,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,9974000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1721,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1722,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,998,Pošta tujina OVK,0,28,0.0,28,23,5,1.0,13,0.565217,10,0.434783
1723,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,9984000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1724,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1725,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4010 - DOMŽALE 1,999,Posebni volilni imenik,1007,0,0.0,0,0,0,,0,0.0,0,0.0
1726,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,1,"VRTEC BISTRA, Ul. Nikola Tesla 16, Domžale",1206,581,0.4818,581,567,14,1.0,206,0.363316,361,0.636684
1727,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,2,"Galerija Domžale, Mestni trg 1, Domžale",1368,630,0.4605,630,625,5,1.0,188,0.3008,437,0.6992
1728,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,3,"VRTEC ČEŠMIN, Murnova ulica 14, Domžale",797,440,0.5521,440,431,9,1.0,164,0.38051,267,0.61949
1729,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,4,"OSNOVNA ŠOLA ROJE, Kettejeva ulica 15, Domžale",545,309,0.567,309,308,1,1.0,122,0.396104,186,0.603896
1730,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,5,"Srednja šola Domžale - gimnazija, Cesta talcev 12",1471,669,0.4548,669,656,13,1.0,210,0.320122,446,0.679878
1731,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,6,"PEKARNA JURČEK, Depala vas 93a, Domžale",399,221,0.5539,221,218,3,1.0,113,0.518349,105,0.481651
1732,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,7,"PGD STOB-DEPALA VAS, Ljubljanska cesta 55, Domžale",567,285,0.5026,285,282,3,1.0,122,0.432624,160,0.567376
1733,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,8,"DOMŽALSKI DOM, Ljubljanska cesta 58, Domžale",989,422,0.4267,422,412,10,1.0,188,0.456311,224,0.543689
1734,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,9,"TIC DOMŽALE, Ljubljanska cesta 70, Domžale",968,316,0.3264,316,313,3,1.0,81,0.258786,232,0.741214
1735,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,10,"Osnovna šola Dragomelj, Dragomelj 180",1053,606,0.5755,606,596,10,1.0,284,0.47651,312,0.52349
1736,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,11,"OŠ Jarše, Šolska ul.1a, Spodnje Jarše",1210,670,0.5537,670,653,17,1.0,275,0.421133,378,0.578867
1737,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,12,"GASILSKI DOM SREDNJE JARŠE,Jarška c. 37,Zg. Jarše",852,482,0.5657,482,470,12,1.0,244,0.519149,226,0.480851
1738,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,13,"OŠ Preserje pri Radomljah, Pelechova c. 83",1579,896,0.5674,896,887,9,1.0,367,0.413754,520,0.586246
1739,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,14,"OŠ Trzin I, Mengeška cesta 7b, Trzin",1318,728,0.5524,728,716,12,1.0,290,0.405028,426,0.594972
1740,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,15,"OŠ Trzin II, Mengeška c. 7b, Trzin",900,581,0.6456,581,570,11,1.0,191,0.335088,379,0.664912
1741,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,16,"OŠ Trzin III, Mengeška cesta 7b, Trzin",734,412,0.5613,412,407,5,1.0,158,0.388206,249,0.611794
1742,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,17,"Gasilski dom Topole, Topole 21",162,106,0.6543,106,102,4,1.0,49,0.480392,53,0.519608
1743,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,18,"ŠPORTNA DVORANA MENGEŠ I, Šolska ulica 13, Mengeš",923,520,0.5634,520,512,8,1.0,254,0.496094,258,0.503906
1744,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,19,"ŠPORTNA DVORANA MENGEŠ II, Šolska ulica 13,Mengeš",973,527,0.5416,527,517,10,1.0,222,0.4294,295,0.5706
1745,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,20,"Dom počitka Mengeš, Glavni trg 13",780,352,0.4513,352,347,5,1.0,108,0.311239,239,0.688761
1746,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,21,"ŽUPNIJSKI DOM MENGEŠ I,Trdinov trg 9, Mengeš",529,306,0.5784,306,303,3,1.0,94,0.310231,209,0.689769
1747,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,22,"ŽUPNIJSKI DOM MENGEŠ II, Trdinov trg 9, Mengeš",1154,673,0.5832,673,666,7,1.0,273,0.40991,393,0.59009
1748,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,23,"Vrtec Sonček, Zoranina 5, Mengeš",587,364,0.6201,364,361,3,1.0,131,0.362881,230,0.637119
1749,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,24,"Gasilski dom Loka pri Mengšu, Gasilska c.46",671,380,0.5663,380,375,5,1.0,196,0.522667,179,0.477333
1750,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,25,"KMEČKI turizem BLAŽ, Dobeno 9",239,138,0.5774,138,136,2,1.0,59,0.433824,77,0.566176
1751,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,901,Predčasno glasovanje,0,1526,0.0,1524,1509,15,1.0,481,0.318754,1028,0.681246
1752,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,997,Pošta doma OVK,0,49,0.0,49,49,0,1.0,22,0.44898,27,0.55102
1753,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,9974000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1754,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1755,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,998,Pošta tujina OVK,0,59,0.0,59,52,7,1.0,7,0.134615,45,0.865385
1756,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,9984000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1757,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1758,VE 4000 - LJUBLJANA BEŽIGRAD,VO 4011 - DOMŽALE 2,999,Posebni volilni imenik,893,0,0.0,0,0,0,,0,0.0,0,0.0
1759,VE 5000 - CELJE,VO 5001 - ŠENTJUR,1,"OŠ Blagovna, Proseniško 22, Šentjur",779,373,0.4788,373,367,6,1.0,222,0.604905,145,0.395095
1760,VE 5000 - CELJE,VO 5001 - ŠENTJUR,2,"GD Lokarje, Dole 11, Šentjur",571,345,0.6042,345,344,1,1.0,236,0.686047,108,0.313953
1761,VE 5000 - CELJE,VO 5001 - ŠENTJUR,3,"OŠ Dramlje, Dramlje 7a, Dramlje",1405,713,0.5075,713,701,12,1.0,437,0.623395,264,0.376605
1762,VE 5000 - CELJE,VO 5001 - ŠENTJUR,4,"Bobnar, Pletovarje 3a, Dramlje",249,122,0.49,122,122,0,1.0,89,0.729508,33,0.270492
1763,VE 5000 - CELJE,VO 5001 - ŠENTJUR,6,"Lenič, Razbor 30a, Dramlje",153,101,0.6601,101,100,1,1.0,69,0.69,31,0.31
1764,VE 5000 - CELJE,VO 5001 - ŠENTJUR,7,"GD Dolga Gora, Dolga Gora 50b, Ponikva",224,134,0.5982,134,133,1,1.0,84,0.631579,49,0.368421
1765,VE 5000 - CELJE,VO 5001 - ŠENTJUR,8,"Prostori KS Grobelno,Tratna 46, Grobelno",772,409,0.5298,409,407,2,1.0,286,0.702703,121,0.297297
1766,VE 5000 - CELJE,VO 5001 - ŠENTJUR,9,"OŠ Kalobje, Kalobje 15, Kalobje",401,225,0.5611,225,223,2,1.0,164,0.735426,59,0.264574
1767,VE 5000 - CELJE,VO 5001 - ŠENTJUR,10,"Šuster, Osredek 3, Šentjur",120,63,0.525,63,63,0,1.0,49,0.777778,14,0.222222
1768,VE 5000 - CELJE,VO 5001 - ŠENTJUR,11,"GD Loka pri Žusmu, Loka 13, Loka pri Žusmu",318,144,0.4528,144,144,0,1.0,94,0.652778,50,0.347222
1769,VE 5000 - CELJE,VO 5001 - ŠENTJUR,12,"GD Dobrina, Dobrina 6b, Loka pri Žusmu",271,118,0.4354,118,118,0,1.0,91,0.771186,27,0.228814
1770,VE 5000 - CELJE,VO 5001 - ŠENTJUR,14,"OŠ Planina, Planina 69, Planina pri Sevnici",747,378,0.506,378,376,2,1.0,212,0.56383,164,0.43617
1771,VE 5000 - CELJE,VO 5001 - ŠENTJUR,17,"KD Šentvid, Šentvid 6, Planina pri Sevnici",496,260,0.5242,260,257,3,1.0,153,0.595331,104,0.404669
1772,VE 5000 - CELJE,VO 5001 - ŠENTJUR,18,"OŠ B. Kocena, Ponikva 29a, Ponikva",1323,666,0.5034,666,663,3,1.0,406,0.612368,257,0.387632
1773,VE 5000 - CELJE,VO 5001 - ŠENTJUR,20,"Lavbič, Lutrje 16, Ponikva",399,196,0.4912,196,196,0,1.0,120,0.612245,76,0.387755
1774,VE 5000 - CELJE,VO 5001 - ŠENTJUR,21,"Večnamenski p. Prevorje, Lopaca 10, Prevorje",375,172,0.4587,172,170,2,1.0,101,0.594118,69,0.405882
1775,VE 5000 - CELJE,VO 5001 - ŠENTJUR,22,"Gostišče Obrez Milan, Žegar 2, Prevorje",204,90,0.4412,90,90,0,1.0,57,0.633333,33,0.366667
1776,VE 5000 - CELJE,VO 5001 - ŠENTJUR,23,"KD Gorica, Gorica 98, Gorica pri Slivnici",701,365,0.5207,365,362,3,1.0,247,0.68232,115,0.31768
1777,VE 5000 - CELJE,VO 5001 - ŠENTJUR,24,"GVD Javorje, Javorje bš, Gorica pri Slivnici",201,112,0.5572,112,112,0,1.0,62,0.553571,50,0.446429
1778,VE 5000 - CELJE,VO 5001 - ŠENTJUR,25,"GD Paridol, Paridol bš, Gorica pri Slivnici",185,80,0.4324,80,80,0,1.0,40,0.5,40,0.5
1779,VE 5000 - CELJE,VO 5001 - ŠENTJUR,26,"Krajnc, Voduce 22a, Gorica pri Slivnici",144,55,0.3819,55,55,0,1.0,39,0.709091,16,0.290909
1780,VE 5000 - CELJE,VO 5001 - ŠENTJUR,27,"Dom Gabernica, Slivnica bš, Gorica pri Slivnici",112,58,0.5179,58,57,1,1.0,34,0.596491,23,0.403509
1781,VE 5000 - CELJE,VO 5001 - ŠENTJUR,28,"GD Bukovje, Bukovje bš, Gorica pri Slivnici",123,80,0.6504,80,80,0,1.0,70,0.875,10,0.125
1782,VE 5000 - CELJE,VO 5001 - ŠENTJUR,29,"SD Občine Šentjur, Mestni trg 10, Šentjur",1027,415,0.4041,415,412,3,1.0,192,0.466019,220,0.533981
1783,VE 5000 - CELJE,VO 5001 - ŠENTJUR,30,"GD Šentjur, Ul. A. M. Slomška 2, Šentjur",771,398,0.5162,398,393,5,1.0,188,0.478372,205,0.521628
1784,VE 5000 - CELJE,VO 5001 - ŠENTJUR,31,"OŠ Hruševec 1, Gajstova pot 2a, Šentjur",675,413,0.6119,413,408,5,1.0,212,0.519608,196,0.480392
1785,VE 5000 - CELJE,VO 5001 - ŠENTJUR,32,"Gostišče Zanzibar,C.Kozjanskega odr. 87a,Šentjur",921,518,0.5624,518,509,9,1.0,301,0.591356,208,0.408644
1786,VE 5000 - CELJE,VO 5001 - ŠENTJUR,33,"OŠ Hruševec 2, Gajstova pot 2a, Šentjur",784,376,0.4796,376,374,2,1.0,228,0.609626,146,0.390374
1787,VE 5000 - CELJE,VO 5001 - ŠENTJUR,34,"Kovač-Reberšak, Vrbno 16, Šentjur",535,271,0.5065,271,267,4,1.0,150,0.561798,117,0.438202
1788,VE 5000 - CELJE,VO 5001 - ŠENTJUR,36,"KD Dobje, Dobje 26, Dobje pri Planini",394,206,0.5228,206,205,1,1.0,123,0.6,82,0.4
1789,VE 5000 - CELJE,VO 5001 - ŠENTJUR,39,"OŠ F. Malgaja, Ul. skl. Ipavcev 2, Šentjur",670,289,0.4313,289,288,1,1.0,166,0.576389,122,0.423611
1790,VE 5000 - CELJE,VO 5001 - ŠENTJUR,40,"OŠ Dobje, Dobje 20a, Dobje pri Planini",396,208,0.5253,208,207,1,1.0,135,0.652174,72,0.347826
1791,VE 5000 - CELJE,VO 5001 - ŠENTJUR,901,Predčasno glasovanje,0,880,0.0,880,875,5,1.0,417,0.476571,458,0.523429
1792,VE 5000 - CELJE,VO 5001 - ŠENTJUR,970,OMNIA od: 5001,0,25,0.0,25,23,2,1.0,6,0.26087,17,0.73913
1793,VE 5000 - CELJE,VO 5001 - ŠENTJUR,997,Pošta doma OVK,0,57,0.0,57,57,0,1.0,34,0.596491,23,0.403509
1794,VE 5000 - CELJE,VO 5001 - ŠENTJUR,9975000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1795,VE 5000 - CELJE,VO 5001 - ŠENTJUR,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1796,VE 5000 - CELJE,VO 5001 - ŠENTJUR,998,Pošta tujina OVK,0,11,0.0,11,11,0,1.0,6,0.545455,5,0.454545
1797,VE 5000 - CELJE,VO 5001 - ŠENTJUR,9985000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1798,VE 5000 - CELJE,VO 5001 - ŠENTJUR,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1799,VE 5000 - CELJE,VO 5001 - ŠENTJUR,999,Posebni volilni imenik,596,0,0.0,0,0,0,,0,0.0,0,0.0
1800,VE 5000 - CELJE,VO 5002 - CELJE 1,1,"OŠ Hudinja, Mariborska c. 125, Celje",1273,586,0.4603,586,578,8,1.0,273,0.472318,305,0.527682
1801,VE 5000 - CELJE,VO 5002 - CELJE 1,3,"Sedež MČ Hudinja, Ul. F. žrtev 17/a, Celje",792,394,0.4975,394,390,4,1.0,153,0.392308,237,0.607692
1802,VE 5000 - CELJE,VO 5002 - CELJE 1,4,"Hrastnik Miroslav, Vrhe 42, Teharje",198,124,0.6263,124,124,0,1.0,82,0.66129,42,0.33871
1803,VE 5000 - CELJE,VO 5002 - CELJE 1,5,"Ostrožnik - Horvat Karina, Bukovžlak 51/a",280,130,0.4643,130,130,0,1.0,71,0.546154,59,0.453846
1804,VE 5000 - CELJE,VO 5002 - CELJE 1,6,"Dvorana KS Teharje, Teharje 14",271,127,0.4686,127,124,3,1.0,67,0.540323,57,0.459677
1805,VE 5000 - CELJE,VO 5002 - CELJE 1,7,"OŠ Lava, Pucova ul. 7, Celje",1151,586,0.5091,586,576,10,1.0,241,0.418403,335,0.581597
